system_id,system_short,system,module_id,module,module_original,audit_status,evidence_strength,n_genes,n_cpg_rows,citation_keys,evidence_note,deep_search_url
11,monoamine,"Monoamine synthesis, transport & degradation",11.1,Rate-limiting hydroxylases and decarboxylation,Rate-limiting hydroxylases and decarboxylation,supported_as_named,High,3,32,[Wal17]; [Nag07],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
11,monoamine,"Monoamine synthesis, transport & degradation",11.2,Tetrahydrobiopterin cofactor cycle,Tetrahydrobiopterin cofactor cycle,supported_as_named,High,7,23,[Tho00]; [Fan20],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
11,monoamine,"Monoamine synthesis, transport & degradation",11.3,Vesicular and uptake-2 transporters,Vesicular and uptake-2 transporters,supported_as_named,High,3,23,[Ram02]; [Azi20],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
11,monoamine,"Monoamine synthesis, transport & degradation",11.4,Oxidative deamination and aldehyde handling,Oxidative deamination and aldehyde handling,supported_as_named,High,5,60,[Azi20]; [Nag07],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
11,monoamine,"Monoamine synthesis, transport & degradation",11.5,Trace-amine-associated receptor signaling,Sulfoconjugation and trace amines,renamed_to_correct_process_mismatch,Moderate,1,1,[Azi20],"TAAR6 is a trace-amine-associated receptor gene; there are no sulfotransferase genes in this locked module, so 'sulfoconjugation' was inaccurate.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
12,opioid,Opioid & melanocortin,12.1,Opioid receptors,Opioid receptors,supported_as_named,High,4,39,[Alh11]; [Fri20],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
12,opioid,Opioid & melanocortin,12.2,Endogenous opioid peptides,Endogenous opioid peptides,supported_as_named,High,3,37,[Fri20]; [Alh11],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
12,opioid,Opioid & melanocortin,12.3,Peptide degradation,Peptide degradation,supported_as_named,Moderate,5,65,[Fri20]; [Alh11],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
12,opioid,Opioid & melanocortin,12.4,MC1R melanocortin signaling and ASIP antagonism,Melanocortin receptors and accessory proteins,renamed_for_mechanistic_precision,High,2,10,[Gar05]; [Con06],MC1R is a melanocortin GPCR and ASIP is its physiological antagonist/inverse agonist; the prior generic accessory-protein label was imprecise.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
12,opioid,Opioid & melanocortin,12.5,GIRK channel effectors,GIRK channel effectors,supported_as_named,High,3,51,[Alh11]; [Lef98],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
13,orexin,Orexin / hypocretin & MCH,13.1,Orexin,Orexin,supported_as_named,High,3,18,[Ale13]; [Con21],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
13,orexin,Orexin / hypocretin & MCH,13.2,Melanin-concentrating hormone,Melanin-concentrating hormone,supported_as_named,High,3,11,[Con21]; [Ale13],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
13,orexin,Orexin / hypocretin & MCH,13.3,Histamine H1/H3 and neuropeptide-S arousal signaling,Histaminergic and neuropeptide-S arousal partners,renamed_for_mechanistic_precision,Moderate,5,58,[Sha15]; [Pap09]; [Ana09],HRH1/HRH3 and HDC map to histaminergic arousal while NPS/NPSR1 form a distinct arousal/anxiety transmitter system; the label now makes the two partners explicit.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
13,orexin,Orexin / hypocretin & MCH,13.4,Histamine clearance and H2/H4 receptor signaling,Histaminergic arousal,renamed_for_mechanistic_precision,Moderate,3,20,[Sha15]; [Ana09],"HNMT metabolizes histamine, whereas HRH2/HRH4 are receptor branches; calling the entire set 'histaminergic arousal' obscured these functions.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
14,endocannabinoid,Endocannabinoid,14.1,Cannabinoid and cannabinoid-responsive receptors,Receptors,renamed_to_correct_receptor_classification,High,4,39,[Per10]; [Kat12],"CNR2/CB2 is a bona fide cannabinoid receptor; GPR18, GPR55 and TRPV1 are cannabinoid-responsive non-CB1/CB2 targets and should not all be labeled canonical cannabinoid receptors.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
14,endocannabinoid,Endocannabinoid,14.2,Anandamide synthesis and degradation,Anandamide synthesis and degradation,supported_as_named,High,4,31,[Ahn08]; [Kat12],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
14,endocannabinoid,Endocannabinoid,14.3,2-AG synthesis and degradation,2-AG synthesis and degradation,supported_as_named,High,5,110,[Ahn08]; [Kat12],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
14,endocannabinoid,Endocannabinoid,14.4,Endocannabinoid/lipid transport and PPARα signaling,Transport and related lipid signalling,renamed_for_mechanistic_precision,High,4,24,[Kat12]; [Ahn08],"FABP5/7 participate in lipid/endocannabinoid intracellular handling, CES1 can hydrolyze lipids, and PPARA is a nuclear lipid-sensing receptor; 'transport' alone was incomplete.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
15,kynurenine,Kynurenine pathway,15.1,Tryptophan transport and kynurenine-pathway entry,Tryptophan entry and first committed step,renamed_for_mechanistic_precision,High,6,111,[Bad17]; [Poc24],SLC7A5/8 provide aromatic amino-acid transport and TDO2/IDO1/2/AFMID govern initial tryptophan-to-kynurenine pathway entry.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
15,kynurenine,Kynurenine pathway,15.2,Neuroprotective branch (kynurenic acid),Neuroprotective branch (kynurenic acid),supported_as_named,High,4,28,[Ros19]; [Poc24],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
15,kynurenine,Kynurenine pathway,15.3,3-HK/quinolinic-acid branch and quinolinate control,Neurotoxic branch (quinolinic acid),renamed_to_remove_valence_overgeneralization,High,5,56,[Bad17]; [Poc24]; [Mof20],"KMO/KYNU/HAAO generate the 3-HK-to-quinolinate arm, but ACMSD diverts flux and QPRT consumes quinolinate for NAD synthesis; 'neurotoxic branch' was an overgeneralization.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
15,kynurenine,Kynurenine pathway,15.4,"NAD metabolism: de novo completion, salvage and phosphorylation",NAD+ synthesis and salvage,renamed_for_mechanistic_precision,High,5,55,[Mof20]; [Ors08],"NADSYN1 contributes to de novo NAD synthesis, NAMPT/NMNAT1/2 to salvage, and NADK phosphorylates NAD; the locked genes span multiple NAD-handling subprocesses.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
15,kynurenine,Kynurenine pathway,15.5,Aryl hydrocarbon receptor signalling,Aryl hydrocarbon receptor signalling,supported_as_named,Moderate,4,91,[Bad17]; [Poc24],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Monoamine%20neuropeptide%20lipid%20module%20evidence
16,glutamate,Glutamate & synaptic scaffolding,16.1,Glutamate metabolism and cycling,Glutamate metabolism and cycling,supported_as_named,High,11,128,[Vol15]; [Mei18],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
16,glutamate,Glutamate & synaptic scaffolding,16.2,NMDA receptors and coagonist supply,NMDA receptors and coagonist supply,supported_as_named,High,11,122,[Vol15]; [Nea19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
16,glutamate,Glutamate & synaptic scaffolding,16.3,"AMPA, kainate and delta-family ionotropic glutamate receptors",AMPA and kainate receptors,renamed_to_correct_receptor_family,High,13,369,[Hug13]; [Yuz17],GRID1/GluD1 and GRID2/GluD2 form the delta-family iGluR subfamily and are not AMPA or kainate receptors; the label is corrected without moving genes.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
16,glutamate,Glutamate & synaptic scaffolding,16.4,Metabotropic glutamate receptors,Metabotropic glutamate receptors,supported_as_named,High,8,138,[Vol15]; [Hug13],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
16,glutamate,Glutamate & synaptic scaffolding,16.5,Postsynaptic density scaffolds and signaling hubs,Postsynaptic density scaffold,renamed_for_mechanistic_precision,High,18,781,[Vol15]; [Hug13],"DLG/DLGAP/HOMER/SHANK/CASK/SYNGAP are PSD scaffolds/signaling organizers, whereas TSC1/TSC2 are better viewed as mTOR-linked signaling regulators; 'scaffold' alone was too narrow.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
17,gaba,GABA & excitation-inhibition balance,17.1,"GABA synthesis, reuptake and catabolism","GABA synthesis, vesicular loading and catabolism",renamed_to_remove_unsupported_vesicular_loading,High,8,111,[Sas11]; [Che22],"GAD1/2 synthesize GABA, SLC6 transporters mediate plasma-membrane uptake and ABAT/ALDH5A1 catabolize it; the locked set lacks SLC32A1/VGAT, so 'vesicular loading' was unsupported.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
17,gaba,GABA & excitation-inhibition balance,17.2,GABA-A alpha subunits,GABA-A alpha subunits,supported_as_named,High,6,86,[Sas11]; [Che22],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
17,gaba,GABA & excitation-inhibition balance,17.3,"GABA-A beta, gamma, delta and minor subunits","GABA-A beta, gamma, delta and minor subunits",supported_as_named,High,10,188,[Sas11]; [Che22],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
17,gaba,GABA & excitation-inhibition balance,17.4,GABA-B receptors and auxiliary subunits,GABA-B receptors and auxiliary subunits,supported_as_named,High,4,85,[Sas11]; [Che22],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
17,gaba,GABA & excitation-inhibition balance,17.5,Chloride gradient and the developmental GABA switch,Chloride gradient and the developmental GABA switch,supported_as_named,High,6,78,[Che22]; [Hui22],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
17,gaba,GABA & excitation-inhibition balance,17.6,Interneuron identity and perineuronal-net components,Interneuron identity and perineuronal nets,renamed_for_mechanistic_precision,High,7,78,[Sas11]; [Che22],"PVALB/SST/VIP/CCK/LHX6 mark/specify interneuron classes, whereas ACAN/BCAN are extracellular-matrix/perineuronal-net components.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
17,gaba,GABA & excitation-inhibition balance,17.7,Inhibitory postsynaptic scaffold,Inhibitory postsynaptic scaffold,supported_as_named,High,2,47,[Pap11]; [Ali20],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
18,neurotrophins,Neurotrophins & activity-dependent plasticity,18.1,Neurotrophic factors and their receptors,Neurotrophins and their receptors,renamed_for_mechanistic_precision,High,13,218,[Hua01]; [Iba17],The set includes classical neurotrophin/Trk signaling and the mechanistically distinct GDNF-GFRα-RET system; 'neurotrophins' alone can imply only the NGF family.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
18,neurotrophins,Neurotrophins & activity-dependent plasticity,18.2,Immediate-early genes,Immediate-early genes,supported_as_named,Moderate,11,74,[Hua01]; [Lea14],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
18,neurotrophins,Neurotrophins & activity-dependent plasticity,18.3,CREB/CREM coactivator-dependent transcription,CREB-dependent transcription,renamed_for_mechanistic_precision,High,3,45,[Esv20]; [Lea14],CREM is a CRE-binding transcription factor and CRTC1/2 are CREB/CREM coactivators; the revised label matches the actual locked genes.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
18,neurotrophins,Neurotrophins & activity-dependent plasticity,18.4,Presynaptic vesicle/terminal machinery and activity-regulated VGF,Synaptic vesicle and terminal machinery,renamed_for_mechanistic_precision,High,9,145,[Lea14]; [Hua01],"Most genes encode vesicle/exocytotic machinery, while VGF is an activity-regulated neurosecretory precursor rather than a core vesicle-fusion protein.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
18,neurotrophins,Neurotrophins & activity-dependent plasticity,18.5,Local translation and structural plasticity,Local translation and structural plasticity,supported_as_named,High,5,101,[Lea14]; [Tak04],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
18,neurotrophins,Neurotrophins & activity-dependent plasticity,18.6,BDNF transcriptional regulation,BDNF promoter transcription factors,renamed_for_mechanistic_precision,High,7,37,[Esv20]; [Lea14],BDNF-AS and the listed transcription factors regulate BDNF expression; 'promoter transcription factors' was too restrictive because BDNF-AS is a regulatory RNA.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
19,gpcr,GPCR signalling & second messengers,19.1,Adenylyl cyclases,Adenylyl cyclases,supported_as_named,High,8,165,[Lef98]; [Tas04],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
19,gpcr,GPCR signalling & second messengers,19.2,Heterotrimeric G protein subunits,Heterotrimeric G protein subunits,supported_as_named,High,7,202,[Lef98]; [Ger16],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
19,gpcr,GPCR signalling & second messengers,19.3,PKA holoenzyme and AKAP anchoring,PKA holoenzyme and AKAP anchoring,supported_as_named,High,9,141,[Tas04]; [San11],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
19,gpcr,GPCR signalling & second messengers,19.4,Cyclic nucleotide degradation,Cyclic nucleotide degradation,supported_as_named,High,5,182,[Tas04]; [Lef98],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
19,gpcr,GPCR signalling & second messengers,19.5,Receptor desensitisation and arrestins,Receptor desensitisation and arrestins,supported_as_named,High,6,121,[Raj17]; [Lef98],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
19,gpcr,GPCR signalling & second messengers,19.6,Regulators of G protein signalling,Regulators of G protein signalling,supported_as_named,High,3,14,[Ger16]; [Lef98],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
19,gpcr,GPCR signalling & second messengers,19.7,CRE-dependent transcription,CRE-dependent transcription,supported_as_named,High,2,11,[Tas04]; [Lef98],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
20,epigenetic,Epigenetic machinery,20.1,DNA methyltransferases and cofactors,DNA methyltransferases and cofactors,supported_as_named,High,9,108,[Gow18]; [Tor15],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
20,epigenetic,Epigenetic machinery,20.2,TET/TDG active DNA demethylation and α-ketoglutarate support,Active demethylation,renamed_for_mechanistic_precision,High,7,65,[Koh13]; [Gow18],TET1-3 and TDG/BER execute active demethylation; IDH1/2 support TET chemistry by controlling α-ketoglutarate/2-HG rather than acting as demethylases.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
20,epigenetic,Epigenetic machinery,20.3,Methyl-CpG/modified-DNA binding proteins,Methyl-CpG readers,renamed_for_mechanistic_precision,High,7,102,[Du15]; [Tor15],"MBD/MeCP2/ZBTB proteins are methylated/modified-DNA binding factors, but family members differ in methyl-CpG specificity; 'readers' is retained conceptually with less overgeneralization.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
20,epigenetic,Epigenetic machinery,20.4,Histone acetylation writers and erasers,Histone acetylation writers and erasers,supported_as_named,High,16,318,[Tor15]; [Tya16],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
20,epigenetic,Epigenetic machinery,20.5,Histone methylation writers and erasers,Histone methylation writers and erasers,supported_as_named,High,24,365,[Tor15]; [Tya16],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
20,epigenetic,Epigenetic machinery,20.6,"Chromatin insulation, cohesin looping and selected remodelers","Chromatin remodelling, insulation and looping",renamed_for_mechanistic_precision,Moderate,6,112,[Rui21]; [Tya16],"CTCF/CTCFL and RAD21 define insulation/cohesin architecture, whereas ARID1B/SMARCA4/CHD8 are remodelers; this is a mixed but biologically connected chromatin-architecture module.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
20,epigenetic,Epigenetic machinery,20.7,MicroRNA processing and effector machinery,Small and long non-coding RNA machinery,renamed_to_correct_ncRNA_scope,High,4,59,[Fin12]; [Tya16],"DROSHA-DGCR8, DICER1 and AGO2 comprise canonical miRNA biogenesis/effector machinery; the locked set does not represent long-noncoding-RNA machinery.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
20,epigenetic,Epigenetic machinery,20.8,"ATP-dependent nucleosome remodeling (BAF/SWI-SNF, ISWI and CHD/NuRD)",BAF/SWI-SNF and nucleosome remodelling complexes,renamed_to_correct_remodeler_family_scope,High,14,139,[Tya16]; [Rui21],"The locked genes span several ATP-dependent remodeler families: BAF/SWI-SNF, ISWI (SMARCA5/BPTF) and CHD/NuRD; calling the entire set 'BAF' was inaccurate.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
21,imprinted,Imprinted genes & DMRs,21.1,Chromosome 11p15 - IGF2/H19 and KCNQ1 domains,Chromosome 11p15 - IGF2/H19 and KCNQ1 domains,supported_as_named,High,8,237,[Bar11]; [Kel13],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
21,imprinted,Imprinted genes & DMRs,21.2,Chromosome 15q11-q13 - Prader-Willi / Angelman,Chromosome 15q11-q13 - Prader-Willi / Angelman,supported_as_named,High,7,107,[Bar11]; [Kel13],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
21,imprinted,Imprinted genes & DMRs,21.3,Chromosome 14q32 - DLK1-DIO3 domain,Chromosome 14q32 - DLK1-DIO3 domain,supported_as_named,High,3,53,[Bar11]; [Kel13],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
21,imprinted,Imprinted genes & DMRs,21.4,Other established imprinted loci,Other imprinted loci,renamed_for_mechanistic_precision,Moderate,16,328,[Bar11]; [Kel13],The genes are dispersed imprinted loci outside the three named major clusters; 'established' clarifies that this is a locus grouping rather than a single biochemical subprocess.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
21,imprinted,Imprinted genes & DMRs,21.5,Imprint establishment and maintenance,Imprint establishment and maintenance,supported_as_named,High,9,68,[Kel13]; [Tak19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
21,imprinted,Imprinted genes & DMRs,21.6,Metastable epialleles,Metastable epialleles,supported_as_named,Moderate,1,1,[Dom14]; [Bar11],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
22,one_carbon,One-carbon metabolism,22.1,Folate transport and retention,Folate transport and retention,supported_as_named,High,8,44,[Duc16]; [Fro19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
22,one_carbon,One-carbon metabolism,22.2,Folate cycle,Folate cycle,supported_as_named,High,6,47,[Duc16]; [Fro19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
22,one_carbon,One-carbon metabolism,22.3,Methionine cycle and remethylation,Methionine cycle and remethylation,supported_as_named,High,8,50,[Duc16]; [Fro19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
22,one_carbon,One-carbon metabolism,22.4,Transsulfuration and glutathione synthesis,Transsulfuration and glutathione synthesis,supported_as_named,High,5,23,[Duc16]; [Fro19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
22,one_carbon,One-carbon metabolism,22.5,"Vitamin B12 uptake, trafficking and cobalamin metabolism",Vitamin B12 handling,renamed_for_mechanistic_precision,High,12,123,[Fro19]; [Duc16],"CUBN/AMN/CD320/TCN genes mediate uptake/transport, ABCD4/LMBRD1 trafficking, and MMACHC/MMADHC/MMUT intracellular cobalamin handling.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
22,one_carbon,One-carbon metabolism,22.6,"Choline uptake, phosphatidylcholine and betaine-linked metabolism",Choline and betaine,renamed_for_mechanistic_precision,High,5,89,[Duc16]; [Fro19],SLC44A1/CHKA/PCYT1A/PEMT cover choline/phosphatidylcholine metabolism and CHDH links choline oxidation to betaine/one-carbon metabolism.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
